#2918.254832809,39937.78515625,78160.046875,46849.30078125,54825.7890625,13666.482421875,30404.02734375,32759.365234375,37052.0390625
2918.2578563,39934.921875,78158.7734375,46855.11328125,54823.30859375,13669.2314453125,30405.591796875,32765.421875,37049.19921875
2918.261827937,39932.21875,78152.0,46845.34375,54822.390625,13660.5595703125,30395.421875,32742.98046875,37043.859375
2918.265813797,39935.03515625,78151.53125,46837.74609375,54826.68359375,13659.4189453125,30394.05859375,32728.51953125,37045.55859375
2918.269843782,39936.28515625,78156.921875,46844.94140625,54830.015625,13669.74609375,30407.73828125,32748.390625,37055.37109375
2918.273854074,39934.67578125,78159.78125,46851.42578125,54826.81640625,13670.6171875,30409.48046875,32763.09765625,37056.109375
2918.278911338,39929.89453125,78157.2578125,46852.609375,54820.73828125,13666.7509765625,30404.02734375,32764.841796875,37051.01171875
2918.281871377,39927.234375,78152.2265625,46847.3359375,54821.5859375,13663.30859375,30403.892578125,32751.654296875,37053.9609375
2918.285882034,39925.19921875,78145.5625,46834.32421875,54818.79296875,13653.4736328125,30394.169921875,32730.888671875,37052.5078125
2918.289964167,39929.53515625,78148.921875,46835.578125,54815.6875,13649.71875,30385.318359375,32728.943359375,37048.75390625
2918.293964249,39933.58203125,78156.2265625,46848.33984375,54820.9609375,13665.4541015625,30407.8046875,32758.224609375,37059.484375
2918.297976729,39931.14453125,78157.140625,46853.94921875,54822.83984375,13668.1591796875,30409.212890625,32761.82421875,37053.8515625
2918.301954566,39932.41796875,78155.46875,46851.78125,54832.83203125,13676.5634765625,30418.443359375,32750.982421875,37053.9609375
2918.306885289,39932.0625,78152.15625,46841.5234375,54833.12109375,13672.181640625,30414.578125,32739.404296875,37057.13671875
2918.310881724,39937.13671875,78159.0859375,46848.3828125,54835.9609375,13676.451171875,30418.400390625,32751.49609375,37061.8515625
2918.314897487,39939.953125,78167.6015625,46859.42578125,54837.12109375,13680.2734375,30420.009765625,32767.92578125,37068.71484375
2918.317973855,39933.1796875,78160.203125,46858.84375,54826.75,13674.88671875,30414.734375,32769.3125,37064.64453125
2918.322938858,39931.14453125,78152.6953125,46851.1328125,54826.32421875,13670.9970703125,30413.728515625,32755.162109375,37063.41796875
2918.327851712,39932.734375,78149.703125,46841.07421875,54827.80078125,13664.4033203125,30407.08984375,32737.05859375,37057.94140625
2918.331853617,39932.75390625,78151.734375,46840.828125,54825.05078125,13662.615234375,30404.83203125,32742.869140625,37056.8671875
2918.335780035,39929.9609375,78151.0859375,46844.29296875,54817.921875,13662.4140625,30402.619140625,32753.21875,37056.2421875
2918.338817384,39928.73046875,78152.7421875,46850.5546875,54817.609375,13665.7451171875,30404.630859375,32760.86328125,37056.5546875
2918.342794856,39928.484375,78147.421875,46842.70703125,54817.875,13658.525390625,30397.880859375,32742.087890625,37051.83984375
2918.345849345,39926.9453125,78142.171875,46829.67578125,54816.71484375,13652.1552734375,30393.611328125,32729.591796875,37049.89453125
2918.349831922,39933.24609375,78151.9609375,46838.9296875,54822.48046875,13664.0234375,30405.369140625,32745.193359375,37055.5703125
