#6547.813206505,-23.536386489868164,-23.782255172729492,-23.60344123840332,-27.313831329345703,-21.480026245117188,-20.250680923461914,-29.101970672607422,-11.131168365478516
6547.818244442,-23.894014358520508,-23.62579345703125,-23.558738708496094,-27.291479110717773,-21.502378463745117,-20.429494857788086,-29.213729858398438,-11.265278816223145
6547.822260204,-23.871662139892578,-23.64814567565918,-23.60344123840332,-27.269128799438477,-21.41297149658203,-20.183626174926758,-29.37019157409668,-11.242927551269531
6547.841866038,-23.938718795776367,-23.64814567565918,-23.42462730407715,-27.358535766601562,-21.614137649536133,-20.094219207763672,-29.37019157409668,-11.04176139831543
6547.844813313,-23.715200424194336,-23.84931182861328,-23.446979522705078,-27.313831329345703,-21.614137649536133,-20.273033142089844,-29.213729858398438,-10.93000316619873
6547.849168585,-23.446979522705078,-23.64814567565918,-23.536386489868164,-27.336183547973633,-21.614137649536133,-20.384790420532227,-29.347841262817383,-11.086464881896973
6547.852419267,-23.491683959960938,-23.64814567565918,-23.60344123840332,-27.291479110717773,-21.792951583862305,-20.273033142089844,-29.43724822998047,-10.818243980407715
6547.856117765,-23.67049789428711,-23.62579345703125,-23.514034271240234,-27.358535766601562,-21.502378463745117,-20.094219207763672,-29.258434295654297,-11.019410133361816
6547.860207556,-23.558738708496094,-23.759904861450195,-23.42462730407715,-27.336183547973633,-21.614137649536133,-20.027162551879883,-29.347841262817383,-11.04176139831543
6547.864198156,-23.67049789428711,-23.715200424194336,-23.446979522705078,-27.246776580810547,-21.65884017944336,-19.937755584716797,-29.43724822998047,-11.175871849060059
6547.86919999,-23.715200424194336,-23.804607391357422,-23.558738708496094,-27.336183547973633,-21.68119239807129,-19.982460021972656,-29.347841262817383,-11.265278816223145
6547.872876244,-23.737552642822266,-23.715200424194336,-23.737552642822266,-27.313831329345703,-21.70354461669922,-20.1389217376709,-29.39254379272461,-11.108817100524902
6547.877311014,-23.558738708496094,-23.64814567565918,-23.737552642822266,-27.42559051513672,-21.502378463745117,-20.340087890625,-29.258434295654297,-10.885299682617188
6547.880415827,-23.60344123840332,-23.715200424194336,-23.514034271240234,-27.514997482299805,-21.591785430908203,-20.474197387695312,-29.481950759887695,-10.885299682617188
6547.884324012,-23.938718795776367,-23.581090927124023,-23.379924774169922,-27.40323829650879,-21.70354461669922,-20.429494857788086,-29.43724822998047,-11.108817100524902
